name,image,classification,street_name_adress,parking,info,call,hardness,latitude,tag,,
화원유원지,0,일반유원지/일반놀이공원,대구 달성군 화원읍 사문진로1길 40-14,유,"면적 약 5만여 평. 중구(中區) 남서쪽 15 km 부근에 있다. 낙동강의 푸른 물과 백사장, 그리고 깎아지른 절벽 등이 조화를 이룬다. 성산에는 신라 선덕왕이 축조한 토성이 있는데, 그 모양이 잔[杯]과 같다 하여 배성(杯城) 또는 잔뫼라고도 하며 신라군의 무기고와 군량창고가 있었고 조선시대에는 봉수대가 있었다. 본래는 신라 경덕왕이 이곳의 경치를 사랑하여 상화대(賞花臺)라고 명명했다고도 한다. 지금 상화대 위에는 팔각정이 있어 전망대의 역할을 하며, 6,000여 평의 수영장, 1만여 평의 잔디밭, 주차장, 도산서원(陶山書院)에서 옮겨온 한옥 2채, 수목 1만 2000그루 등이 조성되어 있으며 동물원도 설치되어 있다. 유원지로 개발된 것은 1928년, 찾는 이가 많아 일제강점기 말기까지 번창하다가 8 ·15광복 후에는 관리부재(管理不在) 상태로 한동안 쇠미했었다.",053-659-4465,128.4804381,35.81207318,#벚꽃명소 #산책로 #아이와놀자 #유람선 #이동약자접근 #일출명소 #차박 #캠핑장 #포토존 #해바라기,,
무량사,0,지역사찰,대구 남구 앞산순환로69길 19-4,유,-,053-655-3301,128.6206172,35.89285398,#사찰 #한적한,,
유곡지,0,지역호수/저수지,대구 달성군 유가읍 유곡리,유,-,-,128.4656593,35.67328038,#자연 #한적한 #저수지,,
상매지,0,지역호수/저수지,대구 동구 상매동,유,-,-,128.7012737,35.88715954,#자연 #한적한 #저수지,,
자문사,0,지역사찰,대구 북구 대동로3길 19,유,-,053-958-1259,128.6097969,35.89853609,#사찰 #한적한,,
평광사,0,지역사찰,대구 수성구 동원로28길 39,유,-,053-741-8969,128.6379033,35.87239921,#사찰 #한적한,,
원명사,0,지역사찰,대구 달서구 문화회관1길 15,유,-,053-592-4801,128.5202873,35.84897063,#사찰 #한적한,,
도류제,0,일반관광지,대구 달성군 다사읍 강정본길 57,유,-,-,128.4676268,35.84022793,#한적한,, 
이강서원,0,서원/향교/서당,대구 달성군 다사읍 이천리,유,-,-,128.4622985,35.88679621,#자연 #서원 #한적한,,
월정사,0,지역사찰,대구 동구 대현로 118-7,유,-,053-941-0208,128.7005587,35.92430174,#사찰 #한적한,,
성수사,0,지역사찰,대구 동구 신덕로6길 43,유,-,053-962-0171,128.6931982,35.88073797,#사찰 #한적한,,
대구답사마당,0,일반관광지,대구 북구 유통단지로 25,유,-,053-604-1835,128.6055377,35.90606722,#제로페이,,
프랜차이즈특화거리,0,먹거리/패션거리,대구 서구 국채보상로75길 25-1,유,-,-,128.571778,35.87488962,#특산물 #먹거리,,
도남저수지,0,지역호수/저수지,대구 북구 도남동 245,유,-,-,128.5886665,35.96719384,#자연 #한적한 #저수지,,
외지,0,지역호수/저수지,대구 수성구 이천동 122,유,-,-,128.6867481,35.83009338,#자연 #한적한 #저수지,,
윗산곡지,0,지역호수/저수지,대구 북구 도남동,유,-,-,128.5940912,35.97740762,#자연 #한적한 #저수지,,
관음사,0,지역사찰,대구 남구 두류공원로13길 22,유,-,053-625-4543,128.4316095,35.6984751,#사찰 #한적한,,
조령산흥천사포교원,0,지역사찰,대구 달서구 상화북로 188,유,-,-,128.5462516,35.81302804,#사찰 #한적한,,
동명훈련원,0,지역사찰,대구 동구 팔공로 322-16,유,-,-,128.6449502,35.92769551,#사찰 #한적한,,
팔공산벚꽃축제,0,지역축제,대구 동구 용수동 27-5 팔공산 동화지구 분수대 광장 일원,유,-,-,128.6958708,35.99006264,#벚꽃명소 #봄나들이,,
용화선원,0,지역사찰,대구 달성군 옥포읍 용연사길 109,유,-,053-616-7655,128.5057387,35.75403988,#사찰 #한적한,,
성도선원,0,지역사찰,대구 남구 자유5길 14,유,-,053-623-6450,128.5840394,35.83769092,#사찰 #한적한,,
미륵사,0,지역사찰,대구 달서구 송현로2길 7,유,-,010-9560-5655,128.6715259,35.91764361,#사찰 #한적한,,
구암마을동화천변길,0,먹거리/패션거리,대구 동구 미대동 460-1,유,-,-,128.6737244,35.95549737,#특산물,,
이월드수국축제,0,지역축제,대구 달서구 두류공원로 200,유,-,070-7549-8112,128.5665843,35.84869993,#대구갈만한곳 #대구여행 #대구이월드 #아이와함께 #눈썰매 #벚꽃명소 #아이와놀자 #포토존 #핑크뮬리명소 #카카오페이 #제로페이,,
불광사,0,지역사찰,대구 남구 명덕로32길 40,유,-,053-656-6024,128.5866121,35.85487119,#사찰 #한적한,,
와룡정사,0,지역사찰,대구 달서구 선원로57길 17,유,-,053-588-3599,128.5236292,35.86009238,#사찰 #한적한,,
옥인정사,0,지역사찰,대구 중구 중앙대로 400-2,유,-,053-422-5142,128.5938718,35.86883489,#사찰 #한적한,,
백련사,0,지역사찰,대구 달서구 중흥로 67,유,-,053-653-4324,128.6617383,35.80168933,#사찰 #한적한,,
우정취미사,0,토속/특산물/기념품매장,대구 중구 달구벌대로 지하 2160 메트로프자라 F228호,유,-,053-422-7545,128.5992313,35.86317194,#사찰 #한적한,,
수도암,0,지역사찰,대구 달성군 유가읍 유가사길 161,유,-,-,128.6335925,35.86549085,#사찰 #한적한,,
백산사,0,지역사찰,대구 달서구 상인서로 8-7,유,-,053-635-8005,128.5473712,35.81239846,#사찰 #한적한,,
월곡정사,0,지역사찰,대구 달서구 상인로26길 65,유,-,-,128.5476136,35.81681253,#사찰 #한적한,,
2.28민주로,0,일반관광지,대구 중구 2.28길 9,유,https://library.daegu.go.kr/228lib/index.do,053-257-2280,128.5913838,35.858425,#VR체험 #문화예술공간 #비올때아이랑 #아이와체험 #이동약자접근,,
보광원,0,지역사찰,대구 수성구 지산로13길 19,유,-,053-783-8414,128.6317091,35.82696413,#사찰 #한적한,,
도동서원,0,서원/향교/서당,대구 달성군 구지면 도동서원로 1,유,https://www.dalseong.daegu.kr/culture/index.do?menu_id=00001956,053-616-6407,128.3721342,35.70106413,#나들이 #단풍명소 #산책로 #억새밭 #잔디마당 #포토존 #핑크뮬리명소,,
대구국제오페라축제,0,지역축제,대구 북구 호암로 15,유,"대구오페라하우스는 말발굽형(Horseshoe-Shaped)의 평면과 1,500개의 객석 규모, 프로시니엄(Proscenium/무대전면)의 규모 및 시야확보를 위한 발코니의 구성으로 정통 오페라 공연에 필요한 기능을 충족시키고 있습니다.",-,128.5921917,35.88348351,#축제,,
지내지,0,지역호수/저수지,대구 군위군 삼국유사면 학암리,유,-,-,128.4668799,35.66712526,#자연 #한적한 #저수지,,
담티못,0,지역호수/저수지,대구 수성구 이천동,유,-,-,128.6656931,35.84998357,#자연 #한적한 #저수지,,
지외지,0,지역호수/저수지,대구 달성군 하빈면 대평리 938,유,-,-,128.4686165,35.92966023,#자연 #한적한 #저수지,,
인터불고대구카지노,0,카지노,대구 수성구 팔현길 212,유,"호텔인터불고 대구는 대구의 관문인 금호강변 망우공원에 위치하고 있으며 수려한 경관과 청정한 공기속에 325개의 객실, 국제 수준의 컨벤션홀, 51스탑 크기의 최신형 파이프 오르간 등 최신의 부대 시설을 갖추고 2001년 개관한 대구 최초의 특1급 호텔입니다 2015년 외식전문기업 바르미가 호텔인터불고를 인수하여(법인명 즐거운세상 호텔인터불고 호텔지점) 객실, 더뷔페앳인터불고, 한식당 심비디움, 웨딩홀 등을 새롭게 리노베이션하여 운영하고 있습니다.",053-222-3355,128.6599982,35.87291587,#카지노 #오락,,
연화사,0,지역사찰,대구 달서구 달구벌대로 1728,유,-,053-655-9690,128.5545151,35.85639559,#사찰 #한적한,,
염불선원,0,지역사찰,대구 수성구 지산로14안길 25,유,-,-,128.6360104,35.82736072,#사찰 #한적한,,
인쇄골목,0,먹거리/패션거리,대구 중구 남산동,유,-,-,128.5880665,35.86352278,#특산물,,
청라언덕,0,유명관광지,대구 중구 달구벌대로 2029,유,"대구의 몽마르트로 잘 알려진 청라언덕은 노래 '동무생각'의 무대가 된 곳이다. 이곳에는 마치 동화속에 나올 법한 예쁜 서양가옥 3채가 자리하고 있는데, 바로 선교사 챔니스 주택과 스윗즈 주택, 블레어 주택이다. 이 건물들은 대구에 기독교가 전파된 초기에 선교사들이 거주했던 집으로 당시 우리나라에 거주하였던 미국인들의 건축과 주거양식을 살펴볼 수 있다",-,128.5855835,35.86699607,#벚꽃명소 #이동약자접근 #일출명소 #잔디마당 #포토존,,
파계사,0,유명사찰,대구 동구 파계로 741,유,-,-,128.6403775,36.00156566,#사찰 #한적한,,
만불회,0,지역사찰,대구 수성구 달구벌대로 2551,유,-,-,128.6206532,35.87570872,#사찰 #한적한,,
원정지,0,지역호수/저수지,대구 수성구 대흥동,유,-,-,128.6820808,35.83091166,#자연 #한적한 #저수지,,
금용사,0,지역사찰,대구 달서구 공원순환로 213,유,-,053-628-5404,128.5594148,35.84182714,#사찰 #한적한,,
현풍향교,0,서원/향교/서당,대구 달성군 현풍읍 현풍동로20길 27-8,유,-,-,128.4517893,35.70149996,#자연 #서원 #한적한,,
형형색색달구벌관등놀이,0,지역축제,대구 중구 국채보상로 670 국채보상기념공원 일원,유,-,-,128.6016668,35.86930171,#축제,,
금강사,0,지역사찰,대구 달서구 월배로69길 47,유,-,010-5144-5953,128.6203798,35.99099964,#사찰 #한적한,,
문암사,0,지역사찰,대구 달성군 가창면 가창로 132,유,-,-,128.6733144,35.73296984,#사찰 #한적한,,
현풍포교당,0,유명사찰,대구 달성군 현풍읍 현풍동로27길 54-6,유,-,053-614-3115,128.539226,35.76891038,#사찰 #한적한,,
들안길먹거리타운,0,먹거리/패션거리,대구 수성구 두산동 967-1,유,-,-,128.6167766,35.83326809,#특산물 #먹거리,,
청호서원,0,서원/향교/서당,대구 수성구 청호로 250-11,유,-,053-762-3133,128.6411891,35.83948392,#자연 #서원 #한적한,,
가현지,0,지역호수/저수지,대구 달성군 논공읍 하리,유,-,-,128.4463447,35.74241479,#자연 #한적한 #저수지,,
나불지,0,지역호수/저수지,대구 동구 각산동 134,유,-,-,128.7198436,35.87978549,#나들이 #산책로 #포토존,,
보성선원,0,지역사찰,대구 달서구 송현로8안길 35,유,-,053-621-3333,128.5503812,35.82201543,#사찰 #한적한,,
성신사,0,지역사찰,대구 중구 큰장로26길 45,유,-,053-255-3231,128.5388319,35.91420407,#사찰 #한적한,,
관음정사,0,지역사찰,대구 서구 통학로15길 18-1,유,-,-,128.4989177,35.66343422,#사찰 #한적한,,
서부정류장막창골목,0,먹거리/패션거리,대구 남구 대명동,유,-,-,128.5586981,35.83762898,#특산물 #먹거리,,
성관음사,0,지역사찰,대구 남구 양지로 95,유,-,-,128.5787174,35.85151097,#사찰 #한적한,,
몰랑몰랑,0,일반관광지,대구 달성군 화원읍 비슬로523길 8-4,유,-,-,128.5026161,35.80585904,#슬라임카페 #실내놀거리 #이색카페 #제로페이,,
교동먹거리타운,0,먹거리/패션거리,대구 중구 교동,유,-,-,128.5966525,35.8730082,#특산물 #먹거리,,
시인의길,0,먹거리/패션거리,대구 동구 도학동,유,-,-,128.6985318,35.96414937,#특산물,,
갓바위관광지,0,유명관광지,대구 동구 갓바위로 229,유,"정식 명칭은 관봉 석조여래좌상이며, 이름과 달리 바위가 아닌 불상입니다. 갓바위에서 정성껏 소원을 빌면 누구에게나 한 가지 소원은 꼭 들어준다는 말이 있어 전직 대통령들도 찾았던 곳이라고 하지요. 이곳에는 수험생 자녀를 둔 어머니 등산객이 늘 주류를 이루는 편입니다. 갓바위 앞 전망대에서는 수많은 봉우리로 연결된 팔공산자락이 한눈에 보입니다.",-,128.7280907,35.97073604,#특산물 #자연 #한적한,,
굿밧골계곡,0,폭포/계곡,대구 달성군 유가읍 양리,유,-,-,128.4953059,35.70074224,#물놀이,,
증산저수지,0,지역호수/저수지,대구 달성군 유가읍 양리 346,유,-,-,128.4917697,35.70356331,#자연 #한적한 #저수지,,
서재1지,0,지역호수/저수지,대구 달성군 다사읍 서재리 산 29-2,유,-,-,128.5012828,35.87073189,#자연 #한적한 #저수지,,
국수지,0,지역호수/저수지,대구 북구 국우동 438,유,-,-,128.5909854,35.94301034,#자연 #한적한 #저수지,,
당제지,0,지역호수/저수지,대구 동구 덕곡동,유,-,-,128.610758,35.99657636,#자연 #한적한 #저수지,,
지장지,0,지역호수/저수지,대구 군위군 소보면 달산리,유,-,-,128.7085918,35.96900051,#자연 #한적한 #저수지,,
삼보사,0,지역사찰,대구 서구 문화로69길 33-15,유,-,-,128.6216362,35.81241288,#사찰 #한적한,,
성불사,0,지역사찰,대구 달서구 와룡로45길 24-16,유,-,053-556-3717,128.5653495,35.89196011,#사찰 #한적한,,
자동차부속골목,0,먹거리/패션거리,대구 중구 남산동,유,-,-,128.5878881,35.85709516,#특산물,,
송곡사,0,지역사찰,대구 서구 국채보상로52길 21 2층,유,-,-,128.6210928,35.84606482,#사찰 #한적한,,
흥교사,0,지역사찰,대구 달성군 화원읍 명천로 391,유,-,053-631-8185,128.4834859,35.79189306,#사찰 #한적한,,
용화사,0,지역사찰,대구 달서구 장산2길 47,유,-,-,128.6958033,35.87041229,#사찰 #한적한,,
선화당,0,서원/향교/서당,대구 달서구 월배로74동길 40,유,-,-,128.5922733,35.87210228,#자연 #서원 #한적한,,
창동지,0,지역호수/저수지,대구 달성군 구지면 화산리,유,-,-,128.4109941,35.6628039,#자연 #한적한 #저수지,,
조일지,0,지역호수/저수지,대구 수성구 지산동 14,유,-,-,128.6487306,35.83077862,#자연 #한적한 #저수지,,
골안못,0,지역호수/저수지,대구 수성구 황금동,유,-,-,128.6416507,35.84530894,#자연 #한적한 #저수지,,
가동지,0,지역호수/저수지,대구 동구 둔산동,유,-,-,128.6773538,35.90287649,#자연 #한적한 #저수지,,
기원정사,0,지역사찰,대구 북구 매천로15길 7-25,유,-,053-313-0302,128.5389022,35.90258819,#사찰 #한적한,,
성황사,0,지역사찰,대구 남구 효성로 21-4,유,-,053-475-4245,128.5996429,35.83563151,#사찰 #한적한,,
동인동찜갈비골목,0,먹거리/패션거리,대구 중구 동덕로36길 9-17,유,-,-,128.605007,35.87103403,#나들이,,
금강원,0,지역사찰,대구 달서구 송현로12안길 9,유,-,-,128.5821465,35.89085157,#사찰 #한적한,,
성심사,0,지역사찰,대구 북구 매천로37길 29-14,유,-,053-314-4971,128.5388545,35.91423101,#사찰 #한적한,,
비바생물원,0,일반관광지,대구 달성군 화원읍 성화로 25,유,-,010-5499-7838,128.4867794,35.79836657,#자연 #한적한,,
류가네,0,토속/특산물/기념품매장,대구 서구 국채보상로 433,유,-,-,128.578369,35.87135727,#특산물,,
감자탕골목,0,먹거리/패션거리,대구 동구 해동로 54,유,-,-,128.6375794,35.89308271,#특산물 #먹거리,,
부곡지,0,지역호수/저수지,대구 달성군 다사읍 부곡리,유,-,-,128.4760484,35.66181514,#자연 #한적한 #저수지,,
선물유통,0,토속/특산물/기념품매장,대구 북구 칠성시장로7길 43,유,-,053-255-4949,128.6016997,35.87545141,#어린이날선물 #제로페이,,
선불사,0,지역사찰,대구 달서구 용산로14길 14-1,유,-,053-522-7872,128.5443158,35.85823318,#사찰 #한적한,,
청룡암,0,지역사찰,대구 달성군 가창면 헐티로6길 38,유,-,053-764-5535,128.570686,35.75399554,#제로페이,,
불은선원,0,지역사찰,대구 달성군 하빈면 하빈로86길 40,유,-,053-581-0770,128.4487711,35.90155149,#사찰 #한적한,,
안경거리,0,먹거리/패션거리,대구 북구 노원동3가,유,-,-,128.5786994,35.89919091,#특산물 #먹거리,,
유정지,0,지역호수/저수지,대구 달성군 옥포읍 교항리 2194,유,-,-,128.4374094,35.78373599,#산책로,,
대구향교,0,서원/향교/서당,대구 중구 명륜로 112,유,http://www.daeguhyanggyo.org/,053-422-8700,128.5961189,35.85948179,#나들이 #단풍명소 #잔디마당 #포토존,,
이양서원,0,서원/향교/서당,대구 달성군 현풍읍 삼강3길 23,유,-,-,128.420344,35.66624087,#자연 #서원 #한적한,,
낫늪,0,지역호수/저수지,대구 달성군 논공읍 상리 1043,유,-,-,128.4029695,35.74911778,#자연 #한적한 #저수지,,
